image,class
dataset/qaf/iCalibri_20 size106.jpg,qaf
dataset/qaf/iCalibri_20 size107.jpg,qaf
dataset/qaf/iCalibri_20 size108.jpg,qaf
dataset/qaf/iCalibri_20 size109.jpg,qaf
dataset/qaf/iCalibri_21 size95.jpg,qaf
dataset/qaf/iCalibri_21 size96.jpg,qaf
dataset/qaf/iCalibri_21 size97.jpg,qaf
dataset/qaf/iCalibri_21 size98.jpg,qaf
dataset/qaf/iCalibri_22 size87.jpg,qaf
dataset/qaf/iCalibri_22 size88.jpg,qaf
dataset/qaf/iCalibri_22 size89.jpg,qaf
dataset/qaf/iCalibri_22 size90.jpg,qaf
dataset/qaf/iCalibri_23 size80.jpg,qaf
dataset/qaf/iCalibri_23 size81.jpg,qaf
dataset/qaf/iCalibri_23 size82.jpg,qaf
dataset/qaf/iCalibri_23 size83.jpg,qaf
dataset/qaf/iCalibri_24 size74.jpg,qaf
dataset/qaf/iCalibri_24 size75.jpg,qaf
dataset/qaf/iCalibri_24 size76.jpg,qaf
dataset/qaf/iCalibri_24 size77.jpg,qaf
dataset/qaf/iCalibri_25 size66.jpg,qaf
dataset/qaf/iCalibri_25 size67.jpg,qaf
dataset/qaf/iCalibri_25 size68.jpg,qaf
dataset/qaf/iCalibri_25 size69.jpg,qaf
dataset/qaf/iCalibri_26 size102.jpg,qaf
dataset/qaf/iCalibri_26 size103.jpg,qaf
dataset/qaf/iCalibri_26 size104.jpg,qaf
dataset/qaf/iCalibri_26 size105.jpg,qaf
dataset/qaf/iCalibri_27 size96.jpg,qaf
dataset/qaf/iCalibri_27 size97.jpg,qaf
dataset/qaf/iCalibri_27 size98.jpg,qaf
dataset/qaf/iCalibri_27 size99.jpg,qaf
dataset/qaf/iCalibri_28 size91.jpg,qaf
dataset/qaf/iCalibri_28 size92.jpg,qaf
dataset/qaf/iCalibri_28 size93.jpg,qaf
dataset/qaf/iCalibri_28 size94.jpg,qaf
dataset/qaf/iCalibri_29 size82.jpg,qaf
dataset/qaf/iCalibri_29 size83.jpg,qaf
dataset/qaf/iCalibri_29 size84.jpg,qaf
dataset/qaf/iCalibri_29 size85.jpg,qaf
dataset/qaf/iCalibri_30 size77.jpg,qaf
dataset/qaf/iCalibri_30 size78.jpg,qaf
dataset/qaf/iCalibri_30 size79.jpg,qaf
dataset/qaf/iCalibri_30 size80.jpg,qaf
dataset/qaf/iCalibri_31 size70.jpg,qaf
dataset/qaf/iCalibri_31 size71.jpg,qaf
dataset/qaf/iCalibri_31 size72.jpg,qaf
dataset/qaf/iCalibri_31 size73.jpg,qaf
dataset/qaf/iCalibri_32 size101.jpg,qaf
dataset/qaf/iCalibri_32 size102.jpg,qaf
dataset/qaf/iCalibri_32 size67.jpg,qaf
dataset/qaf/iCalibri_32 size68.jpg,qaf
dataset/qaf/iCalibri_33 size94.jpg,qaf
dataset/qaf/iCalibri_33 size95.jpg,qaf
dataset/qaf/iCalibri_33 size96.jpg,qaf
dataset/qaf/iCalibri_33 size97.jpg,qaf
dataset/qaf/iCalibri_34 size91.jpg,qaf
dataset/qaf/iCalibri_34 size92.jpg,qaf
dataset/qaf/iCalibri_34 size93.jpg,qaf
dataset/qaf/iCalibri_34 size94.jpg,qaf
dataset/qaf/iCalibri_35 size80.jpg,qaf
dataset/qaf/iCalibri_35 size81.jpg,qaf
dataset/qaf/iCalibri_35 size82.jpg,qaf
dataset/qaf/iCalibri_35 size83.jpg,qaf
dataset/qaf/iCalibri_36 size76.jpg,qaf
dataset/qaf/iCalibri_36 size77.jpg,qaf
dataset/qaf/iCalibri_36 size78.jpg,qaf
dataset/qaf/iCalibri_36 size79.jpg,qaf
dataset/qaf/iCalibri_37 size73.jpg,qaf
dataset/qaf/iCalibri_37 size74.jpg,qaf
dataset/qaf/iCalibri_37 size75.jpg,qaf
dataset/qaf/iCalibri_37 size76.jpg,qaf
dataset/qaf/iCalibri_38 size71.jpg,qaf
dataset/qaf/iCalibri_38 size72.jpg,qaf
dataset/qaf/iCalibri_38 size73.jpg,qaf
dataset/qaf/iCalibri_38 size74.jpg,qaf
dataset/qaf/iCalibri_39 size69.jpg,qaf
dataset/qaf/iCalibri_39 size96.jpg,qaf
dataset/qaf/iCalibri_39 size97.jpg,qaf
dataset/qaf/iCalibri_39 size98.jpg,qaf
dataset/qaf/iCalibri_40 size89.jpg,qaf
dataset/qaf/iCalibri_40 size90.jpg,qaf
dataset/qaf/iCalibri_40 size91.jpg,qaf
dataset/qaf/iCalibri_40 size92.jpg,qaf
dataset/qaf/z100iAndalus_22 size.jpg,qaf
dataset/qaf/z100iAndalus_28 size.jpg,qaf
dataset/qaf/z100Typesetting_18 size.jpg,qaf
dataset/qaf/z100Typesetting_33 size.jpg,qaf
dataset/qaf/z100Typesetting_39 size.jpg,qaf
dataset/qaf/z100Unicode_15 size.jpg,qaf
dataset/qaf/z101iAndalus_28 size.jpg,qaf
dataset/qaf/z101Typesetting_18 size.jpg,qaf
dataset/qaf/z101Typesetting_25 size.jpg,qaf
dataset/qaf/z101Typesetting_26 size.jpg,qaf
dataset/qaf/z101Typesetting_32 size.jpg,qaf
dataset/qaf/z101Typesetting_33 size.jpg,qaf
dataset/qaf/z101Typesetting_39 size.jpg,qaf
dataset/qaf/z102iAndalus_28 size.jpg,qaf
dataset/qaf/z102iAndalus_34 size.jpg,qaf
dataset/qaf/z102Typesetting_18 size.jpg,qaf
dataset/qaf/z102Typesetting_25 size.jpg,qaf
dataset/qaf/z102Typesetting_26 size.jpg,qaf
dataset/qaf/z102Typesetting_32 size.jpg,qaf
dataset/qaf/z102Unicode_15 size.jpg,qaf
dataset/qaf/z103iAndalus_28 size.jpg,qaf
dataset/qaf/z103Typesetting_25 size.jpg,qaf
dataset/qaf/z103Typesetting_26 size.jpg,qaf
dataset/qaf/z103Typesetting_32 size.jpg,qaf
dataset/qaf/z103Unicode_15 size.jpg,qaf
dataset/qaf/z104Typesetting_25 size.jpg,qaf
dataset/qaf/z104Typesetting_26 size.jpg,qaf
dataset/qaf/z104Unicode_19 size.jpg,qaf
dataset/qaf/z105iAndalus_21 size.jpg,qaf
dataset/qaf/z105iAndalus_27 size.jpg,qaf
dataset/qaf/z106iAndalus_21 size.jpg,qaf
dataset/qaf/z106iAndalus_27 size.jpg,qaf
dataset/qaf/z107iAndalus_21 size.jpg,qaf
dataset/qaf/z108iAndalus_21 size.jpg,qaf
dataset/qaf/z108Typesetting_31 size.jpg,qaf
dataset/qaf/z110Typesetting_17 size.jpg,qaf
dataset/qaf/z111iAndalus_15 size.jpg,qaf
dataset/qaf/z111Typesetting_17 size.jpg,qaf
dataset/qaf/z112iAndalus_15 size.jpg,qaf
dataset/qaf/z112Typesetting_17 size.jpg,qaf
dataset/qaf/z112Typesetting_24 size.jpg,qaf
dataset/qaf/z113iAndalus_15 size.jpg,qaf
dataset/qaf/z113Typesetting_17 size.jpg,qaf
dataset/qaf/z113Typesetting_24 size.jpg,qaf
dataset/qaf/z115Typesetting_16 size.jpg,qaf
dataset/qaf/z116Typesetting_16 size.jpg,qaf
dataset/qaf/z46Typesetting_16 size.jpg,qaf
dataset/qaf/z49Typesetting_15 size.jpg,qaf
dataset/qaf/z50Typesetting_15 size.jpg,qaf
dataset/qaf/z51Typesetting_15 size.jpg,qaf
dataset/qaf/z52Typesetting_15 size.jpg,qaf
dataset/qaf/z57Typesetting_24 size.jpg,qaf
dataset/qaf/z60iAndalus_20 size.jpg,qaf
dataset/qaf/z60Typesetting_23 size.jpg,qaf
dataset/qaf/z61Typesetting_14 size.jpg,qaf
dataset/qaf/z61Typesetting_23 size.jpg,qaf
dataset/qaf/z62iAndalus_20 size.jpg,qaf
dataset/qaf/z62Typesetting_14 size.jpg,qaf
dataset/qaf/z62Typesetting_23 size.jpg,qaf
dataset/qaf/z63iAndalus_20 size.jpg,qaf
dataset/qaf/z63iAndalus_27 size.jpg,qaf
dataset/qaf/z63Typesetting_14 size.jpg,qaf
dataset/qaf/z63Typesetting_22 size.jpg,qaf
dataset/qaf/z63Typesetting_23 size.jpg,qaf
dataset/qaf/z64iAndalus_27 size.jpg,qaf
dataset/qaf/z64Typesetting_14 size.jpg,qaf
dataset/qaf/z64Typesetting_22 size.jpg,qaf
dataset/qaf/z64Typesetting_31 size.jpg,qaf
dataset/qaf/z64Unicode_19 size.jpg,qaf
dataset/qaf/z65iAndalus_19 size.jpg,qaf
dataset/qaf/z65Typesetting_22 size.jpg,qaf
dataset/qaf/z65Unicode_19 size.jpg,qaf
dataset/qaf/z66iAndalus_19 size.jpg,qaf
dataset/qaf/z66iAndalus_26 size.jpg,qaf
dataset/qaf/z66Typesetting_22 size.jpg,qaf
dataset/qaf/z66Typesetting_31 size.jpg,qaf
dataset/qaf/z66Typesetting_39 size.jpg,qaf
dataset/qaf/z67iAndalus_19 size.jpg,qaf
dataset/qaf/z67iAndalus_26 size.jpg,qaf
dataset/qaf/z67Typesetting_30 size.jpg,qaf
dataset/qaf/z67Unicode_24 size.jpg,qaf
dataset/qaf/z68iAndalus_19 size.jpg,qaf
dataset/qaf/z68iAndalus_26 size.jpg,qaf
dataset/qaf/z68iAndalus_33 size.jpg,qaf
dataset/qaf/z68iAndalus_34 size.jpg,qaf
dataset/qaf/z68Typesetting_30 size.jpg,qaf
dataset/qaf/z68Typesetting_38 size.jpg,qaf
dataset/qaf/z69iAndalus_26 size.jpg,qaf
dataset/qaf/z69iAndalus_33 size.jpg,qaf
dataset/qaf/z69iAndalus_34 size.jpg,qaf
dataset/qaf/z69Typesetting_30 size.jpg,qaf
dataset/qaf/z69Typesetting_38 size.jpg,qaf
dataset/qaf/z69Unicode_18 size.jpg,qaf
dataset/qaf/z69Unicode_23 size.jpg,qaf
dataset/qaf/z70iAndalus_33 size.jpg,qaf
dataset/qaf/z70iAndalus_34 size.jpg,qaf
dataset/qaf/z70Typesetting_13 size.jpg,qaf
dataset/qaf/z70Typesetting_30 size.jpg,qaf
dataset/qaf/z70Typesetting_38 size.jpg,qaf
dataset/qaf/z70Unicode_13 size.jpg,qaf
dataset/qaf/z70Unicode_18 size.jpg,qaf
dataset/qaf/z70Unicode_23 size.jpg,qaf
dataset/qaf/z71iAndalus_33 size.jpg,qaf
dataset/qaf/z71Typesetting_13 size.jpg,qaf
dataset/qaf/z71Typesetting_29 size.jpg,qaf
dataset/qaf/z71Typesetting_38 size.jpg,qaf
dataset/qaf/z71Unicode_13 size.jpg,qaf
dataset/qaf/z71Unicode_18 size.jpg,qaf
dataset/qaf/z71Unicode_23 size.jpg,qaf
dataset/qaf/z71Unicode_28 size.jpg,qaf
dataset/qaf/z72Typesetting_13 size.jpg,qaf
dataset/qaf/z72Typesetting_21 size.jpg,qaf
dataset/qaf/z72Typesetting_29 size.jpg,qaf
dataset/qaf/z72Unicode_13 size.jpg,qaf
dataset/qaf/z72Unicode_18 size.jpg,qaf
dataset/qaf/z72Unicode_23 size.jpg,qaf
dataset/qaf/z72Unicode_27 size.jpg,qaf
dataset/qaf/z72Unicode_28 size.jpg,qaf
dataset/qaf/z73iAndalus_25 size.jpg,qaf
dataset/qaf/z73Typesetting_13 size.jpg,qaf
dataset/qaf/z73Typesetting_21 size.jpg,qaf
dataset/qaf/z73Typesetting_29 size.jpg,qaf
dataset/qaf/z73Unicode_13 size.jpg,qaf
dataset/qaf/z73Unicode_27 size.jpg,qaf
dataset/qaf/z73Unicode_28 size.jpg,qaf
dataset/qaf/z74iAndalus_25 size.jpg,qaf
dataset/qaf/z74Typesetting_21 size.jpg,qaf
dataset/qaf/z74Typesetting_29 size.jpg,qaf
dataset/qaf/z74Unicode_27 size.jpg,qaf
dataset/qaf/z75iAndalus_18 size.jpg,qaf
dataset/qaf/z75iAndalus_25 size.jpg,qaf
dataset/qaf/z75iAndalus_32 size.jpg,qaf
dataset/qaf/z75Typesetting_21 size.jpg,qaf
dataset/qaf/z75Typesetting_36 size.jpg,qaf
dataset/qaf/z75Typesetting_37 size.jpg,qaf
dataset/qaf/z75Unicode_27 size.jpg,qaf
dataset/qaf/z76iAndalus_18 size.jpg,qaf
dataset/qaf/z76iAndalus_25 size.jpg,qaf
dataset/qaf/z76iAndalus_32 size.jpg,qaf
dataset/qaf/z76Typesetting_36 size.jpg,qaf
dataset/qaf/z76Typesetting_37 size.jpg,qaf
dataset/qaf/z76Unicode_22 size.jpg,qaf
dataset/qaf/z77iAndalus_18 size.jpg,qaf
dataset/qaf/z77iAndalus_32 size.jpg,qaf
dataset/qaf/z77Typesetting_28 size.jpg,qaf
dataset/qaf/z77Typesetting_36 size.jpg,qaf
dataset/qaf/z77Typesetting_37 size.jpg,qaf
dataset/qaf/z77Unicode_22 size.jpg,qaf
dataset/qaf/z78iAndalus_18 size.jpg,qaf
dataset/qaf/z78iAndalus_32 size.jpg,qaf
dataset/qaf/z78Typesetting_28 size.jpg,qaf
dataset/qaf/z78Typesetting_36 size.jpg,qaf
dataset/qaf/z78Typesetting_37 size.jpg,qaf
dataset/qaf/z78Unicode_14 size.jpg,qaf
dataset/qaf/z78Unicode_17 size.jpg,qaf
dataset/qaf/z78Unicode_22 size.jpg,qaf
dataset/qaf/z79iAndalus_24 size.jpg,qaf
dataset/qaf/z79Typesetting_28 size.jpg,qaf
dataset/qaf/z79Unicode_14 size.jpg,qaf
dataset/qaf/z79Unicode_17 size.jpg,qaf
dataset/qaf/z79Unicode_22 size.jpg,qaf
dataset/qaf/z80iAndalus_24 size.jpg,qaf
dataset/qaf/z80Typesetting_28 size.jpg,qaf
dataset/qaf/z80Unicode_14 size.jpg,qaf
dataset/qaf/z80Unicode_17 size.jpg,qaf
dataset/qaf/z81iAndalus_24 size.jpg,qaf
dataset/qaf/z81iAndalus_31 size.jpg,qaf
dataset/qaf/z81Typesetting_20 size.jpg,qaf
dataset/qaf/z81Unicode_14 size.jpg,qaf
dataset/qaf/z81Unicode_17 size.jpg,qaf
dataset/qaf/z81Unicode_26 size.jpg,qaf
dataset/qaf/z82iAndalus_24 size.jpg,qaf
dataset/qaf/z82iAndalus_31 size.jpg,qaf
dataset/qaf/z82Typesetting_20 size.jpg,qaf
dataset/qaf/z82Unicode_26 size.jpg,qaf
dataset/qaf/z83iAndalus_17 size.jpg,qaf
dataset/qaf/z83iAndalus_31 size.jpg,qaf
dataset/qaf/z83Typesetting_20 size.jpg,qaf
dataset/qaf/z83Unicode_26 size.jpg,qaf
dataset/qaf/z84iAndalus_17 size.jpg,qaf
dataset/qaf/z84iAndalus_31 size.jpg,qaf
dataset/qaf/z84Typesetting_20 size.jpg,qaf
dataset/qaf/z84Typesetting_35 size.jpg,qaf
dataset/qaf/z84Unicode_26 size.jpg,qaf
dataset/qaf/z85iAndalus_17 size.jpg,qaf
dataset/qaf/z85Typesetting_27 size.jpg,qaf
dataset/qaf/z85Typesetting_35 size.jpg,qaf
dataset/qaf/z85Unicode_21 size.jpg,qaf
dataset/qaf/z86iAndalus_17 size.jpg,qaf
dataset/qaf/z86Typesetting_27 size.jpg,qaf
dataset/qaf/z86Typesetting_35 size.jpg,qaf
dataset/qaf/z86Unicode_21 size.jpg,qaf
dataset/qaf/z87Typesetting_35 size.jpg,qaf
dataset/qaf/z87Unicode_21 size.jpg,qaf
dataset/qaf/z88Typesetting_27 size.jpg,qaf
dataset/qaf/z88Unicode_21 size.jpg,qaf
dataset/qaf/z88Unicode_30 size.jpg,qaf
dataset/qaf/z89iAndalus_36 size.jpg,qaf
dataset/qaf/z89Typesetting_19 size.jpg,qaf
dataset/qaf/z89Typesetting_34 size.jpg,qaf
dataset/qaf/z89Unicode_16 size.jpg,qaf
dataset/qaf/z89Unicode_30 size.jpg,qaf
dataset/qaf/z90iAndalus_23 size.jpg,qaf
dataset/qaf/z90iAndalus_36 size.jpg,qaf
dataset/qaf/z90Typesetting_19 size.jpg,qaf
dataset/qaf/z90Typesetting_34 size.jpg,qaf
dataset/qaf/z90Unicode_16 size.jpg,qaf
dataset/qaf/z90Unicode_30 size.jpg,qaf
dataset/qaf/z91iAndalus_23 size.jpg,qaf
dataset/qaf/z91iAndalus_36 size.jpg,qaf
dataset/qaf/z91Typesetting_12 size.jpg,qaf
dataset/qaf/z91Typesetting_34 size.jpg,qaf
dataset/qaf/z91Unicode_16 size.jpg,qaf
dataset/qaf/z91Unicode_30 size.jpg,qaf
dataset/qaf/z92iAndalus_23 size.jpg,qaf
dataset/qaf/z92iAndalus_36 size.jpg,qaf
dataset/qaf/z92Typesetting_12 size.jpg,qaf
dataset/qaf/z92Typesetting_19 size.jpg,qaf
dataset/qaf/z92Typesetting_34 size.jpg,qaf
dataset/qaf/z92Unicode_16 size.jpg,qaf
dataset/qaf/z92Unicode_29 size.jpg,qaf
dataset/qaf/z93iAndalus_23 size.jpg,qaf
dataset/qaf/z93iAndalus_29 size.jpg,qaf
dataset/qaf/z93iAndalus_35 size.jpg,qaf
dataset/qaf/z93Typesetting_12 size.jpg,qaf
dataset/qaf/z93Unicode_20 size.jpg,qaf
dataset/qaf/z93Unicode_25 size.jpg,qaf
dataset/qaf/z93Unicode_29 size.jpg,qaf
dataset/qaf/z94iAndalus_29 size.jpg,qaf
dataset/qaf/z94iAndalus_35 size.jpg,qaf
dataset/qaf/z94Typesetting_12 size.jpg,qaf
dataset/qaf/z94Typesetting_40 size.jpg,qaf
dataset/qaf/z94Unicode_20 size.jpg,qaf
dataset/qaf/z94Unicode_25 size.jpg,qaf
dataset/qaf/z94Unicode_29 size.jpg,qaf
dataset/qaf/z95iAndalus_29 size.jpg,qaf
dataset/qaf/z95iAndalus_35 size.jpg,qaf
dataset/qaf/z95Unicode_20 size.jpg,qaf
dataset/qaf/z95Unicode_25 size.jpg,qaf
dataset/qaf/z95Unicode_29 size.jpg,qaf
dataset/qaf/z96iAndalus_16 size.jpg,qaf
dataset/qaf/z96iAndalus_29 size.jpg,qaf
dataset/qaf/z96iAndalus_35 size.jpg,qaf
dataset/qaf/z96Typesetting_40 size.jpg,qaf
dataset/qaf/z96Unicode_20 size.jpg,qaf
dataset/qaf/z96Unicode_25 size.jpg,qaf
dataset/qaf/z97iAndalus_16 size.jpg,qaf
dataset/qaf/z97iAndalus_22 size.jpg,qaf
dataset/qaf/z97Typesetting_40 size.jpg,qaf
dataset/qaf/z97Unicode_24 size.jpg,qaf
dataset/qaf/z98iAndalus_16 size.jpg,qaf
dataset/qaf/z98iAndalus_22 size.jpg,qaf
dataset/qaf/z98Typesetting_33 size.jpg,qaf
dataset/qaf/z99iAndalus_16 size.jpg,qaf
dataset/qaf/z99iAndalus_22 size.jpg,qaf
dataset/qaf/z99Typesetting_18 size.jpg,qaf
dataset/qaf/z99Typesetting_33 size.jpg,qaf
dataset/qaf/z99Typesetting_39 size.jpg,qaf
dataset/qaf/z99Unicode_24 size.jpg,qaf
dataset/qaf/z99Unicode_28 size.jpg,qaf
dataset/raa/iAndalus_30 size21.jpg,raa
dataset/raa/iAndalus_30 size22.jpg,raa
dataset/raa/iAndalus_30 size23.jpg,raa
dataset/raa/iAndalus_30 size57.jpg,raa
dataset/raa/iAndalus_37 size40.jpg,raa
dataset/raa/iAndalus_37 size41.jpg,raa
dataset/raa/iAndalus_37 size42.jpg,raa
dataset/raa/iAndalus_37 size43.jpg,raa
dataset/raa/iAndalus_38 size40.jpg,raa
dataset/raa/iAndalus_38 size41.jpg,raa
dataset/raa/iAndalus_38 size42.jpg,raa
dataset/raa/iAndalus_38 size43.jpg,raa
dataset/raa/iAndalus_39 size37.jpg,raa
dataset/raa/iAndalus_39 size38.jpg,raa
dataset/raa/iAndalus_39 size39.jpg,raa
dataset/raa/iAndalus_39 size40.jpg,raa
dataset/raa/iArial_12 size2.jpg,raa
dataset/raa/iArial_12 size3.jpg,raa
dataset/raa/iArial_12 size4.jpg,raa
dataset/raa/iArial_12 size5.jpg,raa
dataset/raa/iArial_13 size0.jpg,raa
dataset/raa/iArial_13 size1.jpg,raa
dataset/raa/iArial_13 size2.jpg,raa
dataset/raa/iArial_13 size71.jpg,raa
dataset/raa/iArial_14 size63.jpg,raa
dataset/raa/iArial_14 size64.jpg,raa
dataset/raa/iArial_14 size66.jpg,raa
dataset/raa/iArial_15 size56.jpg,raa
dataset/raa/iArial_15 size57.jpg,raa
dataset/raa/iArial_15 size58.jpg,raa
dataset/raa/iArial_15 size59.jpg,raa
dataset/raa/iArial_16 size50.jpg,raa
dataset/raa/iArial_16 size51.jpg,raa
dataset/raa/iArial_16 size52.jpg,raa
dataset/raa/iArial_16 size53.jpg,raa
dataset/raa/iArial_17 size44.jpg,raa
dataset/raa/iArial_17 size45.jpg,raa
dataset/raa/iArial_17 size46.jpg,raa
dataset/raa/iArial_17 size47.jpg,raa
dataset/raa/iArial_18 size41.jpg,raa
dataset/raa/iArial_18 size42.jpg,raa
dataset/raa/iArial_18 size43.jpg,raa
dataset/raa/iArial_18 size44.jpg,raa
dataset/raa/iArial_19 size38.jpg,raa
dataset/raa/iArial_19 size39.jpg,raa
dataset/raa/iArial_19 size40.jpg,raa
dataset/raa/iArial_19 size41.jpg,raa
dataset/raa/iArial_20 size34.jpg,raa
dataset/raa/iArial_20 size35.jpg,raa
dataset/raa/iArial_20 size36.jpg,raa
dataset/raa/iArial_20 size37.jpg,raa
dataset/raa/iArial_21 size31.jpg,raa
dataset/raa/iArial_21 size32.jpg,raa
dataset/raa/iArial_21 size33.jpg,raa
dataset/raa/iArial_21 size34.jpg,raa
dataset/raa/iArial_22 size28.jpg,raa
dataset/raa/iArial_22 size29.jpg,raa
dataset/raa/iArial_22 size30.jpg,raa
dataset/raa/iArial_22 size31.jpg,raa
dataset/raa/iArial_23 size27.jpg,raa
dataset/raa/iArial_23 size28.jpg,raa
dataset/raa/iArial_23 size29.jpg,raa
dataset/raa/iArial_23 size30.jpg,raa
dataset/raa/iArial_24 size24.jpg,raa
dataset/raa/iArial_24 size25.jpg,raa
dataset/raa/iArial_24 size26.jpg,raa
dataset/raa/iArial_24 size27.jpg,raa
dataset/raa/iArial_25 size21.jpg,raa
dataset/raa/iArial_25 size22.jpg,raa
dataset/raa/iArial_25 size23.jpg,raa
dataset/raa/iArial_25 size24.jpg,raa
dataset/raa/iArial_26 size20.jpg,raa
dataset/raa/iArial_26 size21.jpg,raa
dataset/raa/iArial_26 size54.jpg,raa
dataset/raa/iArial_26 size55.jpg,raa
dataset/raa/iArial_27 size20.jpg,raa
dataset/raa/iArial_27 size52.jpg,raa
dataset/raa/iArial_27 size53.jpg,raa
dataset/raa/iArial_28 size48.jpg,raa
dataset/raa/iArial_28 size49.jpg,raa
dataset/raa/iArial_28 size50.jpg,raa
dataset/raa/iArial_28 size51.jpg,raa
dataset/raa/iArial_29 size46.jpg,raa
dataset/raa/iArial_29 size47.jpg,raa
dataset/raa/iArial_29 size48.jpg,raa
dataset/raa/iArial_29 size49.jpg,raa
dataset/raa/iArial_30 size44.jpg,raa
dataset/raa/iArial_30 size45.jpg,raa
dataset/raa/iArial_30 size46.jpg,raa
dataset/raa/iArial_30 size47.jpg,raa
dataset/raa/iArial_31 size39.jpg,raa
dataset/raa/iArial_31 size40.jpg,raa
dataset/raa/iArial_31 size41.jpg,raa
dataset/raa/iArial_31 size42.jpg,raa
dataset/raa/iArial_32 size39.jpg,raa
dataset/raa/iArial_32 size40.jpg,raa
dataset/raa/iArial_32 size41.jpg,raa
dataset/raa/iArial_32 size42.jpg,raa
dataset/raa/iArial_33 size35.jpg,raa
dataset/raa/iArial_33 size36.jpg,raa
dataset/raa/iArial_33 size37.jpg,raa
dataset/raa/iArial_33 size38.jpg,raa
dataset/raa/iArial_34 size33.jpg,raa
dataset/raa/iArial_34 size34.jpg,raa
dataset/raa/iArial_34 size35.jpg,raa
dataset/raa/iArial_34 size36.jpg,raa
dataset/raa/iArial_35 size32.jpg,raa
dataset/raa/iArial_35 size33.jpg,raa
dataset/raa/iArial_35 size34.jpg,raa
dataset/raa/iArial_35 size35.jpg,raa
dataset/raa/iArial_36 size30.jpg,raa
dataset/raa/iArial_36 size31.jpg,raa
dataset/raa/iArial_36 size32.jpg,raa
dataset/raa/iArial_36 size33.jpg,raa
dataset/raa/iArial_37 size29.jpg,raa
dataset/raa/iArial_37 size30.jpg,raa
dataset/raa/iArial_37 size31.jpg,raa
dataset/raa/iArial_37 size32.jpg,raa
dataset/raa/iArial_38 size26.jpg,raa
dataset/raa/iArial_38 size27.jpg,raa
dataset/raa/iArial_38 size28.jpg,raa
dataset/raa/iArial_38 size48.jpg,raa
dataset/raa/iArial_39 size26.jpg,raa
dataset/raa/iArial_39 size27.jpg,raa
dataset/raa/iArial_39 size47.jpg,raa
dataset/raa/iArial_39 size48.jpg,raa
dataset/raa/iArial_40 size25.jpg,raa
dataset/raa/iArial_40 size48.jpg,raa
dataset/raa/iArial_40 size49.jpg,raa
dataset/raa/iArial_40 size50.jpg,raa
dataset/raa/iCalibri_12 size10.jpg,raa
dataset/raa/iCalibri_12 size11.jpg,raa
dataset/raa/iCalibri_12 size8.jpg,raa
dataset/raa/iCalibri_12 size9.jpg,raa
dataset/raa/iCalibri_13 size5.jpg,raa
dataset/raa/iCalibri_13 size6.jpg,raa
dataset/raa/iCalibri_13 size7.jpg,raa
dataset/raa/iCalibri_13 size8.jpg,raa
dataset/raa/iCalibri_14 size2.jpg,raa
dataset/raa/iCalibri_14 size3.jpg,raa
dataset/raa/iCalibri_14 size4.jpg,raa
dataset/raa/iCalibri_14 size5.jpg,raa
dataset/raa/iCalibri_15 size0.jpg,raa
dataset/raa/iCalibri_15 size1.jpg,raa
dataset/raa/iCalibri_15 size2.jpg,raa
dataset/raa/iCalibri_15 size69.jpg,raa
dataset/raa/iCalibri_16 size64.jpg,raa
dataset/raa/iCalibri_16 size65.jpg,raa
dataset/raa/iCalibri_16 size66.jpg,raa
dataset/raa/iCalibri_16 size67.jpg,raa
dataset/raa/iCalibri_17 size56.jpg,raa
dataset/raa/iCalibri_17 size57.jpg,raa
dataset/raa/iCalibri_17 size58.jpg,raa
dataset/raa/iCalibri_17 size59.jpg,raa
dataset/raa/iCalibri_18 size52.jpg,raa
dataset/raa/iCalibri_18 size53.jpg,raa
dataset/raa/iCalibri_18 size54.jpg,raa
dataset/raa/iCalibri_18 size55.jpg,raa
dataset/raa/iCalibri_19 size47.jpg,raa
dataset/raa/iCalibri_19 size48.jpg,raa
dataset/raa/iCalibri_19 size49.jpg,raa
dataset/raa/iCalibri_19 size50.jpg,raa
dataset/raa/iCalibri_20 size43.jpg,raa
dataset/raa/iCalibri_20 size44.jpg,raa
dataset/raa/iCalibri_20 size45.jpg,raa
dataset/raa/iCalibri_20 size46.jpg,raa
dataset/raa/iCalibri_21 size40.jpg,raa
dataset/raa/iCalibri_21 size41.jpg,raa
dataset/raa/iCalibri_21 size42.jpg,raa
dataset/raa/iCalibri_21 size43.jpg,raa
dataset/raa/iCalibri_22 size38.jpg,raa
dataset/raa/iCalibri_22 size39.jpg,raa
dataset/raa/iCalibri_22 size40.jpg,raa
dataset/raa/iCalibri_22 size41.jpg,raa
dataset/raa/iCalibri_23 size35.jpg,raa
dataset/raa/iCalibri_23 size36.jpg,raa
dataset/raa/iCalibri_23 size37.jpg,raa
dataset/raa/iCalibri_23 size38.jpg,raa
dataset/raa/iCalibri_24 size33.jpg,raa
dataset/raa/iCalibri_24 size34.jpg,raa
dataset/raa/iCalibri_24 size35.jpg,raa
dataset/raa/iCalibri_24 size36.jpg,raa
dataset/raa/iCalibri_25 size30.jpg,raa
dataset/raa/iCalibri_25 size31.jpg,raa
dataset/raa/iCalibri_25 size32.jpg,raa
dataset/raa/iCalibri_25 size33.jpg,raa
dataset/raa/iCalibri_26 size27.jpg,raa
dataset/raa/iCalibri_26 size28.jpg,raa
dataset/raa/iCalibri_26 size29.jpg,raa
